Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
33,34,6,6,28,29,2,Train/2/00002_00036_00005.png
34,34,6,6,29,29,2,Train/2/00002_00036_00008.png
35,35,5,6,30,30,2,Train/2/00002_00036_00010.png
39,37,6,6,34,32,2,Train/2/00002_00036_00012.png
41,42,6,6,36,37,2,Train/2/00002_00036_00014.png
45,44,6,5,40,39,2,Train/2/00002_00036_00016.png
45,44,6,5,40,39,2,Train/2/00002_00036_00017.png
53,54,5,6,48,49,2,Train/2/00002_00036_00022.png
63,63,6,5,58,58,2,Train/2/00002_00036_00025.png
29,31,5,6,24,26,2,Train/2/00002_00037_00000.png
36,36,6,6,31,31,2,Train/2/00002_00037_00011.png
37,38,5,5,32,33,2,Train/2/00002_00037_00014.png
39,40,6,6,34,35,2,Train/2/00002_00037_00015.png
50,51,6,6,45,46,2,Train/2/00002_00037_00022.png
49,50,5,5,44,45,2,Train/2/00002_00037_00023.png
75,73,7,6,69,67,2,Train/2/00002_00037_00029.png
48,50,6,6,43,45,2,Train/2/00002_00038_00004.png
49,51,5,5,44,46,2,Train/2/00002_00038_00006.png
51,53,5,5,46,48,2,Train/2/00002_00038_00009.png
53,54,5,5,47,49,2,Train/2/00002_00038_00011.png
57,59,5,5,52,53,2,Train/2/00002_00038_00014.png
59,60,5,5,53,54,2,Train/2/00002_00038_00015.png
61,61,6,5,56,56,2,Train/2/00002_00038_00016.png
71,71,6,7,64,64,2,Train/2/00002_00038_00020.png
77,75,7,6,71,69,2,Train/2/00002_00038_00022.png
92,86,9,7,84,79,2,Train/2/00002_00038_00025.png
29,29,6,6,24,24,2,Train/2/00002_00039_00005.png
31,31,5,5,26,26,2,Train/2/00002_00039_00010.png
33,35,6,6,28,29,2,Train/2/00002_00039_00012.png
36,36,6,6,30,31,2,Train/2/00002_00039_00014.png
44,46,6,6,39,40,2,Train/2/00002_00039_00021.png
27,26,6,6,21,21,2,Train/2/00002_00040_00000.png
27,27,6,6,22,22,2,Train/2/00002_00040_00002.png
26,27,5,5,21,21,2,Train/2/00002_00040_00004.png
27,27,6,6,22,22,2,Train/2/00002_00040_00005.png
26,27,5,6,21,22,2,Train/2/00002_00040_00006.png
39,38,6,5,34,33,2,Train/2/00002_00040_00019.png
52,52,6,6,47,47,2,Train/2/00002_00040_00026.png
55,55,6,6,50,50,2,Train/2/00002_00040_00027.png
59,58,6,5,53,52,2,Train/2/00002_00040_00028.png
62,63,6,6,57,58,2,Train/2/00002_00040_00029.png
27,25,6,5,22,20,2,Train/2/00002_00041_00000.png
28,27,6,5,23,22,2,Train/2/00002_00041_00003.png
28,28,6,6,23,23,2,Train/2/00002_00041_00004.png
27,27,5,5,22,22,2,Train/2/00002_00041_00005.png
29,30,6,6,24,25,2,Train/2/00002_00041_00009.png
30,32,5,6,25,27,2,Train/2/00002_00041_00012.png
31,31,5,5,25,26,2,Train/2/00002_00041_00014.png
33,34,5,5,28,29,2,Train/2/00002_00041_00015.png
35,36,6,6,29,30,2,Train/2/00002_00041_00016.png
36,35,6,5,31,30,2,Train/2/00002_00041_00018.png
40,41,6,5,35,36,2,Train/2/00002_00041_00022.png
49,53,5,6,44,48,2,Train/2/00002_00041_00027.png
27,26,6,5,21,21,2,Train/2/00002_00042_00001.png
28,29,5,6,23,24,2,Train/2/00002_00042_00004.png
29,29,6,6,24,24,2,Train/2/00002_00042_00005.png
30,30,6,6,24,25,2,Train/2/00002_00042_00008.png
37,39,5,6,32,33,2,Train/2/00002_00042_00016.png
40,40,5,5,35,35,2,Train/2/00002_00042_00018.png
43,43,6,6,38,38,2,Train/2/00002_00042_00019.png
50,50,6,5,45,45,2,Train/2/00002_00042_00023.png
62,65,5,6,57,60,2,Train/2/00002_00042_00027.png
69,70,7,6,63,64,2,Train/2/00002_00042_00028.png
75,80,7,8,68,73,2,Train/2/00002_00042_00029.png
27,27,6,5,22,22,2,Train/2/00002_00043_00003.png
29,29,5,5,23,24,2,Train/2/00002_00043_00007.png
30,30,6,6,25,25,2,Train/2/00002_00043_00008.png
32,31,6,5,27,26,2,Train/2/00002_00043_00011.png
51,49,6,5,46,44,2,Train/2/00002_00043_00024.png
29,30,5,6,24,25,2,Train/2/00002_00044_00000.png
32,32,6,6,27,27,2,Train/2/00002_00044_00004.png
35,35,5,5,30,30,2,Train/2/00002_00044_00009.png
38,38,6,6,33,33,2,Train/2/00002_00044_00011.png
41,41,5,5,36,36,2,Train/2/00002_00044_00015.png
28,27,6,6,23,22,2,Train/2/00002_00045_00002.png
27,27,5,6,22,22,2,Train/2/00002_00045_00003.png
29,29,5,6,24,24,2,Train/2/00002_00045_00007.png
31,31,5,5,26,26,2,Train/2/00002_00045_00011.png
33,32,6,6,28,27,2,Train/2/00002_00045_00012.png
57,56,6,5,52,51,2,Train/2/00002_00045_00025.png
70,69,7,6,64,63,2,Train/2/00002_00045_00028.png
35,36,6,6,30,31,2,Train/2/00002_00046_00007.png
36,36,6,5,31,31,2,Train/2/00002_00046_00008.png
39,40,6,5,34,34,2,Train/2/00002_00046_00013.png
38,39,5,5,33,34,2,Train/2/00002_00046_00014.png
44,46,6,5,39,41,2,Train/2/00002_00046_00019.png
46,48,6,5,41,43,2,Train/2/00002_00046_00020.png
47,53,6,6,42,48,2,Train/2/00002_00046_00023.png
50,57,5,6,45,52,2,Train/2/00002_00046_00025.png
56,68,5,7,51,62,2,Train/2/00002_00046_00028.png
29,30,5,6,24,25,2,Train/2/00002_00047_00007.png
29,29,5,5,24,24,2,Train/2/00002_00047_00008.png
30,31,5,6,25,26,2,Train/2/00002_00047_00010.png
33,33,6,6,28,28,2,Train/2/00002_00047_00014.png
33,33,6,6,28,28,2,Train/2/00002_00047_00015.png
34,34,5,5,29,29,2,Train/2/00002_00047_00019.png
34,36,5,6,29,31,2,Train/2/00002_00047_00022.png
37,38,6,6,32,33,2,Train/2/00002_00047_00023.png
29,29,5,6,24,24,2,Train/2/00002_00048_00001.png
30,28,6,5,25,23,2,Train/2/00002_00048_00003.png
30,28,6,5,25,23,2,Train/2/00002_00048_00004.png
31,29,6,5,26,24,2,Train/2/00002_00048_00005.png
32,31,5,5,26,25,2,Train/2/00002_00048_00008.png
35,34,5,6,30,29,2,Train/2/00002_00048_00014.png
36,35,5,6,30,29,2,Train/2/00002_00048_00018.png
50,47,6,6,45,42,2,Train/2/00002_00048_00028.png
30,30,5,5,25,25,2,Train/2/00002_00049_00003.png
30,30,5,5,25,25,2,Train/2/00002_00049_00005.png
33,33,5,5,28,28,2,Train/2/00002_00049_00010.png
37,38,5,6,31,32,2,Train/2/00002_00049_00013.png
39,37,6,5,33,32,2,Train/2/00002_00049_00014.png
43,43,5,6,37,38,2,Train/2/00002_00049_00019.png
45,45,6,6,40,40,2,Train/2/00002_00049_00020.png
52,50,6,5,47,45,2,Train/2/00002_00049_00024.png
26,26,5,5,21,21,2,Train/2/00002_00050_00001.png
28,27,6,5,23,22,2,Train/2/00002_00050_00005.png
29,29,6,6,24,24,2,Train/2/00002_00050_00007.png
28,29,5,6,23,24,2,Train/2/00002_00050_00008.png
33,34,6,6,28,28,2,Train/2/00002_00050_00014.png
34,33,5,5,28,28,2,Train/2/00002_00050_00015.png
41,44,5,6,36,39,2,Train/2/00002_00050_00022.png
43,44,5,5,38,39,2,Train/2/00002_00050_00023.png
50,49,6,6,45,44,2,Train/2/00002_00050_00025.png
52,51,6,5,46,46,2,Train/2/00002_00050_00026.png
30,30,5,6,25,25,2,Train/2/00002_00051_00001.png
33,33,5,6,27,28,2,Train/2/00002_00051_00005.png
34,34,5,6,29,29,2,Train/2/00002_00051_00008.png
39,38,5,5,34,33,2,Train/2/00002_00051_00010.png
42,42,5,5,37,37,2,Train/2/00002_00051_00013.png
45,43,6,5,39,37,2,Train/2/00002_00051_00014.png
47,46,6,5,41,40,2,Train/2/00002_00051_00016.png
51,51,6,6,46,46,2,Train/2/00002_00051_00018.png
63,62,6,6,58,57,2,Train/2/00002_00051_00022.png
63,63,6,6,58,58,2,Train/2/00002_00052_00011.png
76,75,6,7,70,69,2,Train/2/00002_00052_00018.png
82,80,8,7,74,72,2,Train/2/00002_00052_00019.png
30,29,6,5,25,24,2,Train/2/00002_00053_00000.png
32,32,6,6,27,27,2,Train/2/00002_00053_00003.png
35,34,5,6,30,29,2,Train/2/00002_00053_00008.png
40,38,6,5,35,33,2,Train/2/00002_00053_00016.png
46,47,5,6,41,42,2,Train/2/00002_00053_00021.png
64,63,5,5,59,58,2,Train/2/00002_00053_00027.png
74,71,6,6,68,65,2,Train/2/00002_00053_00029.png
27,26,6,6,22,21,2,Train/2/00002_00054_00000.png
28,27,5,6,23,22,2,Train/2/00002_00054_00001.png
30,30,6,6,25,25,2,Train/2/00002_00054_00002.png
30,31,5,6,25,26,2,Train/2/00002_00054_00005.png
31,32,5,6,26,27,2,Train/2/00002_00054_00006.png
33,32,6,5,27,26,2,Train/2/00002_00054_00007.png
36,35,6,5,31,30,2,Train/2/00002_00054_00013.png
37,37,5,5,31,31,2,Train/2/00002_00054_00014.png
38,39,5,6,33,34,2,Train/2/00002_00054_00016.png
29,29,6,6,23,23,2,Train/2/00002_00055_00001.png
28,29,5,6,23,24,2,Train/2/00002_00055_00003.png
30,30,5,6,24,25,2,Train/2/00002_00055_00005.png
35,36,5,5,30,30,2,Train/2/00002_00055_00012.png
37,37,5,5,31,31,2,Train/2/00002_00055_00013.png
54,57,5,6,48,52,2,Train/2/00002_00055_00023.png
57,61,5,6,52,56,2,Train/2/00002_00055_00024.png
64,70,5,6,59,64,2,Train/2/00002_00055_00026.png
77,82,7,7,71,75,2,Train/2/00002_00055_00028.png
31,29,6,5,26,24,2,Train/2/00002_00056_00001.png
32,31,6,6,27,26,2,Train/2/00002_00056_00003.png
34,32,6,6,28,27,2,Train/2/00002_00056_00005.png
39,38,6,6,34,33,2,Train/2/00002_00056_00012.png
41,41,6,6,36,36,2,Train/2/00002_00056_00014.png
42,42,6,6,37,37,2,Train/2/00002_00056_00016.png
45,46,5,6,40,41,2,Train/2/00002_00056_00018.png
49,48,6,5,44,43,2,Train/2/00002_00056_00020.png
51,51,6,5,46,46,2,Train/2/00002_00056_00021.png
60,61,6,5,54,56,2,Train/2/00002_00056_00024.png
28,29,6,6,23,24,2,Train/2/00002_00057_00004.png
33,32,6,5,28,27,2,Train/2/00002_00057_00008.png
44,42,6,5,39,37,2,Train/2/00002_00057_00016.png
44,44,6,6,38,39,2,Train/2/00002_00057_00018.png
26,25,6,5,21,20,2,Train/2/00002_00058_00000.png
27,27,6,6,22,22,2,Train/2/00002_00058_00001.png
26,27,5,6,21,22,2,Train/2/00002_00058_00002.png
28,27,6,5,23,22,2,Train/2/00002_00058_00006.png
28,29,5,6,23,24,2,Train/2/00002_00058_00008.png
29,30,5,6,24,25,2,Train/2/00002_00058_00011.png
31,32,6,6,26,27,2,Train/2/00002_00058_00013.png
33,33,6,6,28,28,2,Train/2/00002_00058_00016.png
39,37,6,5,33,32,2,Train/2/00002_00058_00020.png
42,41,6,6,36,36,2,Train/2/00002_00058_00022.png
43,42,6,5,38,37,2,Train/2/00002_00058_00023.png
47,45,6,5,42,40,2,Train/2/00002_00058_00024.png
40,41,5,5,35,36,2,Train/2/00002_00059_00003.png
41,43,5,5,36,37,2,Train/2/00002_00059_00004.png
53,53,6,6,48,48,2,Train/2/00002_00059_00012.png
55,54,6,5,49,48,2,Train/2/00002_00059_00013.png
55,55,5,5,50,50,2,Train/2/00002_00059_00014.png
71,68,7,6,65,62,2,Train/2/00002_00059_00019.png
81,80,7,7,74,72,2,Train/2/00002_00059_00022.png
48,49,4,5,43,44,2,Train/2/00002_00060_00000.png
58,60,5,6,53,55,2,Train/2/00002_00060_00010.png
65,64,6,6,60,59,2,Train/2/00002_00060_00013.png
80,80,7,8,73,73,2,Train/2/00002_00060_00019.png
89,87,8,7,82,80,2,Train/2/00002_00060_00022.png
93,92,9,9,85,84,2,Train/2/00002_00060_00023.png
132,130,11,11,121,119,2,Train/2/00002_00060_00029.png
42,41,6,5,37,36,2,Train/2/00002_00061_00003.png
42,43,5,6,36,37,2,Train/2/00002_00061_00004.png
45,45,6,6,39,39,2,Train/2/00002_00061_00006.png
49,47,6,5,44,42,2,Train/2/00002_00061_00010.png
50,49,6,5,44,43,2,Train/2/00002_00061_00011.png
54,53,5,5,49,48,2,Train/2/00002_00061_00015.png
62,61,6,5,57,56,2,Train/2/00002_00061_00019.png
62,63,5,5,57,58,2,Train/2/00002_00061_00020.png
68,69,6,6,62,63,2,Train/2/00002_00061_00021.png
72,71,7,6,66,65,2,Train/2/00002_00061_00022.png
33,33,5,6,28,28,2,Train/2/00002_00062_00000.png
34,34,5,5,29,29,2,Train/2/00002_00062_00002.png
42,42,6,5,37,36,2,Train/2/00002_00062_00011.png
94,99,8,8,86,91,2,Train/2/00002_00062_00027.png
109,116,10,10,100,106,2,Train/2/00002_00062_00028.png
115,125,10,11,105,115,2,Train/2/00002_00062_00029.png
31,31,6,6,26,26,2,Train/2/00002_00063_00005.png
32,31,6,5,27,26,2,Train/2/00002_00063_00009.png
32,32,5,5,27,27,2,Train/2/00002_00063_00011.png
33,33,5,5,28,28,2,Train/2/00002_00063_00014.png
27,27,5,5,22,22,2,Train/2/00002_00064_00002.png
30,30,5,5,24,24,2,Train/2/00002_00064_00006.png
30,30,5,5,25,25,2,Train/2/00002_00064_00008.png
33,34,5,6,28,29,2,Train/2/00002_00064_00013.png
40,40,5,6,34,34,2,Train/2/00002_00064_00018.png
48,48,5,5,43,43,2,Train/2/00002_00064_00023.png
56,55,5,5,51,50,2,Train/2/00002_00064_00025.png
60,59,6,6,55,54,2,Train/2/00002_00064_00026.png
80,76,7,7,73,70,2,Train/2/00002_00064_00029.png
42,43,5,5,37,38,2,Train/2/00002_00065_00003.png
51,53,5,6,45,47,2,Train/2/00002_00065_00009.png
53,54,6,6,48,49,2,Train/2/00002_00065_00010.png
61,61,6,6,55,56,2,Train/2/00002_00065_00014.png
63,63,6,5,58,58,2,Train/2/00002_00065_00015.png
71,72,7,7,65,66,2,Train/2/00002_00065_00017.png
132,131,12,11,121,120,2,Train/2/00002_00065_00026.png
138,137,12,11,126,125,2,Train/2/00002_00065_00027.png
36,38,6,5,30,33,2,Train/2/00002_00066_00003.png
37,39,6,5,31,34,2,Train/2/00002_00066_00007.png
38,40,6,5,32,35,2,Train/2/00002_00066_00009.png
38,41,6,6,33,36,2,Train/2/00002_00066_00011.png
39,42,6,5,34,36,2,Train/2/00002_00066_00017.png
38,43,5,6,33,38,2,Train/2/00002_00066_00018.png
40,44,5,5,35,38,2,Train/2/00002_00066_00019.png
34,35,5,6,29,30,2,Train/2/00002_00067_00002.png
36,35,6,6,30,30,2,Train/2/00002_00067_00003.png
36,36,6,6,30,30,2,Train/2/00002_00067_00004.png
35,37,5,6,30,31,2,Train/2/00002_00067_00005.png
36,37,5,6,30,31,2,Train/2/00002_00067_00006.png
38,38,6,5,33,32,2,Train/2/00002_00067_00009.png
40,40,6,6,34,34,2,Train/2/00002_00067_00011.png
39,40,5,6,34,35,2,Train/2/00002_00067_00012.png
67,64,6,6,61,59,2,Train/2/00002_00067_00024.png
29,30,5,6,24,25,2,Train/2/00002_00068_00000.png
29,30,5,6,24,25,2,Train/2/00002_00068_00002.png
31,30,6,5,26,25,2,Train/2/00002_00068_00004.png
30,31,5,6,25,26,2,Train/2/00002_00068_00007.png
33,34,6,6,28,29,2,Train/2/00002_00068_00009.png
34,34,6,6,29,29,2,Train/2/00002_00068_00010.png
38,38,6,6,33,33,2,Train/2/00002_00068_00014.png
37,37,5,5,32,32,2,Train/2/00002_00068_00015.png
45,46,5,6,40,41,2,Train/2/00002_00068_00019.png
59,59,6,6,54,54,2,Train/2/00002_00068_00023.png
26,27,5,5,21,22,2,Train/2/00002_00069_00001.png
26,28,5,6,21,23,2,Train/2/00002_00069_00002.png
29,31,5,6,24,26,2,Train/2/00002_00069_00010.png
29,29,6,5,24,24,2,Train/2/00002_00069_00018.png
33,34,6,6,28,29,2,Train/2/00002_00069_00025.png
31,31,5,5,26,26,2,Train/2/00002_00070_00007.png
34,35,6,5,29,30,2,Train/2/00002_00070_00012.png
36,37,5,6,31,32,2,Train/2/00002_00070_00014.png
38,37,5,5,33,32,2,Train/2/00002_00070_00016.png
40,39,5,5,35,34,2,Train/2/00002_00070_00017.png
55,50,6,5,50,45,2,Train/2/00002_00070_00027.png
26,28,5,6,21,23,2,Train/2/00002_00071_00003.png
27,27,6,5,22,22,2,Train/2/00002_00071_00004.png
30,31,6,6,25,26,2,Train/2/00002_00071_00013.png
31,31,6,6,26,26,2,Train/2/00002_00071_00014.png
38,39,5,6,32,33,2,Train/2/00002_00071_00022.png
49,50,5,6,43,45,2,Train/2/00002_00071_00029.png
27,27,5,5,22,22,2,Train/2/00002_00072_00004.png
29,30,6,6,24,25,2,Train/2/00002_00072_00006.png
29,29,6,5,23,24,2,Train/2/00002_00072_00007.png
28,30,6,5,23,24,2,Train/2/00002_00072_00008.png
31,33,5,5,26,27,2,Train/2/00002_00072_00011.png
37,37,6,5,32,32,2,Train/2/00002_00072_00018.png
51,53,6,6,45,48,2,Train/2/00002_00072_00026.png
51,54,5,5,45,48,2,Train/2/00002_00072_00027.png
28,28,6,6,23,23,2,Train/2/00002_00073_00001.png
29,30,5,6,24,25,2,Train/2/00002_00073_00003.png
31,31,6,5,26,25,2,Train/2/00002_00073_00005.png
40,39,6,5,35,34,2,Train/2/00002_00073_00015.png
62,60,6,5,56,55,2,Train/2/00002_00073_00025.png
29,30,5,6,24,25,2,Train/2/00002_00074_00001.png
31,30,6,5,26,25,2,Train/2/00002_00074_00004.png
35,35,6,6,29,29,2,Train/2/00002_00074_00009.png
46,46,6,6,41,41,2,Train/2/00002_00074_00022.png
47,47,5,5,42,42,2,Train/2/00002_00074_00023.png
55,54,6,5,50,49,2,Train/2/00002_00074_00026.png
26,28,6,6,21,22,3,Train/3/00003_00000_00000.png
28,29,6,6,23,24,3,Train/3/00003_00000_00003.png
30,30,6,6,24,24,3,Train/3/00003_00000_00006.png
31,31,5,5,26,26,3,Train/3/00003_00000_00010.png
36,35,6,5,31,30,3,Train/3/00003_00000_00013.png
38,37,6,5,33,32,3,Train/3/00003_00000_00014.png
40,39,6,5,34,34,3,Train/3/00003_00000_00016.png
43,45,5,6,38,39,3,Train/3/00003_00000_00019.png
49,51,5,5,44,46,3,Train/3/00003_00000_00022.png
61,62,6,6,56,57,3,Train/3/00003_00000_00025.png
65,68,5,6,59,62,3,Train/3/00003_00000_00026.png
97,99,9,9,89,90,3,Train/3/00003_00000_00029.png
28,28,5,5,23,23,3,Train/3/00003_00001_00000.png
28,28,5,5,23,23,3,Train/3/00003_00001_00001.png
31,30,6,5,26,25,3,Train/3/00003_00001_00004.png
32,33,6,6,27,27,3,Train/3/00003_00001_00008.png
33,33,6,6,28,28,3,Train/3/00003_00001_00009.png
35,34,6,6,29,29,3,Train/3/00003_00001_00013.png
38,38,6,6,32,32,3,Train/3/00003_00001_00016.png
38,38,5,5,33,33,3,Train/3/00003_00001_00017.png
40,40,5,5,35,35,3,Train/3/00003_00001_00020.png
43,42,6,5,38,37,3,Train/3/00003_00001_00021.png
43,44,5,6,38,39,3,Train/3/00003_00001_00022.png
30,29,6,5,25,24,3,Train/3/00003_00002_00000.png
31,31,5,6,25,26,3,Train/3/00003_00002_00002.png
32,33,5,6,26,27,3,Train/3/00003_00002_00005.png
41,41,6,5,36,36,3,Train/3/00003_00002_00016.png
50,52,6,6,45,47,3,Train/3/00003_00002_00022.png
58,62,6,6,53,56,3,Train/3/00003_00002_00025.png
33,33,5,5,28,28,3,Train/3/00003_00003_00005.png
37,37,6,5,31,31,3,Train/3/00003_00003_00009.png
37,37,6,5,32,32,3,Train/3/00003_00003_00010.png
39,38,6,5,33,32,3,Train/3/00003_00003_00012.png
45,45,5,5,40,40,3,Train/3/00003_00003_00021.png
35,34,5,5,29,29,3,Train/3/00003_00004_00008.png
37,37,6,6,32,32,3,Train/3/00003_00004_00011.png
42,42,6,6,37,37,3,Train/3/00003_00004_00017.png
44,44,6,6,39,39,3,Train/3/00003_00004_00018.png
46,47,5,6,41,42,3,Train/3/00003_00004_00020.png
72,74,6,7,66,68,3,Train/3/00003_00004_00029.png
33,33,5,5,28,28,3,Train/3/00003_00005_00006.png
35,33,6,5,29,28,3,Train/3/00003_00005_00007.png
36,36,6,6,31,31,3,Train/3/00003_00005_00011.png
40,41,5,6,35,36,3,Train/3/00003_00005_00016.png
45,45,5,5,40,40,3,Train/3/00003_00005_00021.png
52,54,6,6,47,49,3,Train/3/00003_00006_00010.png
53,56,5,5,48,51,3,Train/3/00003_00006_00013.png
54,58,5,6,49,53,3,Train/3/00003_00006_00014.png
61,64,6,6,56,59,3,Train/3/00003_00006_00018.png
62,67,5,6,56,61,3,Train/3/00003_00006_00019.png
63,70,5,7,58,64,3,Train/3/00003_00006_00020.png
68,71,7,6,62,65,3,Train/3/00003_00006_00021.png
72,80,7,8,66,73,3,Train/3/00003_00006_00023.png
73,83,6,8,67,76,3,Train/3/00003_00006_00024.png
80,88,8,8,73,80,3,Train/3/00003_00006_00026.png
92,100,9,8,84,92,3,Train/3/00003_00006_00029.png
34,33,6,5,29,28,3,Train/3/00003_00007_00010.png
33,33,6,5,28,28,3,Train/3/00003_00007_00011.png
39,41,5,6,34,36,3,Train/3/00003_00007_00018.png
68,70,6,6,62,64,3,Train/3/00003_00007_00028.png
74,80,6,7,68,73,3,Train/3/00003_00007_00029.png
29,28,6,5,24,23,3,Train/3/00003_00008_00001.png
30,30,5,5,25,25,3,Train/3/00003_00008_00004.png
40,41,5,6,35,36,3,Train/3/00003_00008_00015.png
47,47,5,5,42,42,3,Train/3/00003_00008_00019.png
50,51,5,6,45,46,3,Train/3/00003_00008_00020.png
54,54,5,5,49,49,3,Train/3/00003_00008_00021.png
63,67,6,6,58,61,3,Train/3/00003_00008_00024.png
81,85,7,8,74,78,3,Train/3/00003_00008_00026.png
29,31,5,6,24,26,3,Train/3/00003_00009_00004.png
31,31,6,5,26,26,3,Train/3/00003_00009_00006.png
35,34,6,5,30,29,3,Train/3/00003_00009_00009.png
37,38,6,6,32,33,3,Train/3/00003_00009_00013.png
69,73,7,7,63,67,3,Train/3/00003_00009_00027.png
30,30,5,5,25,25,3,Train/3/00003_00010_00004.png
31,30,6,5,26,25,3,Train/3/00003_00010_00005.png
32,31,6,5,27,26,3,Train/3/00003_00010_00006.png
32,34,6,6,27,29,3,Train/3/00003_00010_00007.png
32,35,5,6,27,30,3,Train/3/00003_00010_00008.png
37,39,5,6,32,34,3,Train/3/00003_00010_00013.png
54,56,6,6,49,51,3,Train/3/00003_00010_00021.png
26,26,5,5,21,21,3,Train/3/00003_00011_00000.png
31,31,5,5,26,26,3,Train/3/00003_00011_00006.png
36,37,5,6,31,32,3,Train/3/00003_00011_00008.png
36,37,5,6,31,32,3,Train/3/00003_00011_00009.png
36,37,5,6,31,32,3,Train/3/00003_00011_00010.png
46,47,6,6,41,42,3,Train/3/00003_00011_00019.png
79,79,7,7,72,72,3,Train/3/00003_00011_00026.png
119,121,10,10,109,111,3,Train/3/00003_00011_00029.png
31,30,6,5,26,25,3,Train/3/00003_00012_00003.png
31,31,6,5,26,25,3,Train/3/00003_00012_00004.png
33,34,6,6,28,28,3,Train/3/00003_00012_00007.png
37,39,5,6,32,33,3,Train/3/00003_00012_00013.png
40,40,6,5,35,34,3,Train/3/00003_00012_00015.png
68,68,6,6,62,62,3,Train/3/00003_00012_00027.png
29,29,6,6,24,24,3,Train/3/00003_00013_00000.png
29,29,6,6,24,24,3,Train/3/00003_00013_00001.png
31,30,6,5,26,25,3,Train/3/00003_00013_00006.png
36,35,5,5,31,30,3,Train/3/00003_00013_00013.png
41,42,5,6,35,36,3,Train/3/00003_00013_00017.png
55,56,6,6,50,51,3,Train/3/00003_00013_00023.png
65,68,6,7,60,62,3,Train/3/00003_00013_00026.png
74,80,7,8,68,73,3,Train/3/00003_00013_00027.png
82,87,7,7,75,80,3,Train/3/00003_00013_00028.png
92,98,9,9,84,90,3,Train/3/00003_00013_00029.png
30,30,5,5,25,25,3,Train/3/00003_00014_00006.png
32,32,6,6,27,27,3,Train/3/00003_00014_00007.png
34,34,6,6,29,29,3,Train/3/00003_00014_00012.png
34,34,5,5,29,29,3,Train/3/00003_00014_00015.png
44,43,6,5,38,38,3,Train/3/00003_00014_00025.png
47,47,6,5,42,42,3,Train/3/00003_00014_00027.png
48,48,6,5,43,43,3,Train/3/00003_00014_00028.png
30,30,5,5,25,25,3,Train/3/00003_00015_00004.png
35,35,6,6,30,30,3,Train/3/00003_00015_00014.png
34,35,5,5,29,29,3,Train/3/00003_00015_00015.png
36,36,5,6,30,31,3,Train/3/00003_00015_00018.png
38,39,5,6,33,34,3,Train/3/00003_00015_00022.png
34,35,6,5,29,29,3,Train/3/00003_00016_00000.png
35,35,6,5,30,30,3,Train/3/00003_00016_00002.png
36,37,6,6,31,32,3,Train/3/00003_00016_00006.png
35,37,5,5,30,31,3,Train/3/00003_00016_00007.png
36,38,5,6,30,32,3,Train/3/00003_00016_00008.png
39,42,5,6,34,37,3,Train/3/00003_00016_00015.png
43,45,5,5,38,40,3,Train/3/00003_00016_00019.png
44,47,5,6,39,42,3,Train/3/00003_00016_00020.png
48,49,5,5,42,43,3,Train/3/00003_00016_00023.png
48,48,6,6,43,43,3,Train/3/00003_00017_00013.png
50,52,5,5,45,47,3,Train/3/00003_00017_00015.png
56,57,6,5,51,52,3,Train/3/00003_00017_00018.png
59,62,5,6,54,57,3,Train/3/00003_00017_00020.png
108,112,10,10,99,103,3,Train/3/00003_00017_00028.png
113,119,10,11,104,109,3,Train/3/00003_00017_00029.png
33,32,6,5,28,27,3,Train/3/00003_00018_00003.png
35,35,5,5,30,30,3,Train/3/00003_00018_00006.png
36,37,5,6,31,32,3,Train/3/00003_00018_00009.png
41,41,6,6,36,36,3,Train/3/00003_00018_00011.png
43,44,5,6,38,39,3,Train/3/00003_00018_00014.png
47,47,5,5,42,42,3,Train/3/00003_00018_00016.png
50,49,6,5,45,44,3,Train/3/00003_00018_00018.png
54,55,5,6,49,50,3,Train/3/00003_00018_00020.png
77,77,7,7,71,71,3,Train/3/00003_00018_00025.png
34,34,6,6,29,29,3,Train/3/00003_00019_00001.png
34,36,5,6,29,31,3,Train/3/00003_00019_00005.png
36,36,6,5,31,31,3,Train/3/00003_00019_00009.png
39,40,6,6,34,35,3,Train/3/00003_00019_00013.png
40,39,6,5,35,34,3,Train/3/00003_00019_00014.png
42,42,6,6,37,37,3,Train/3/00003_00019_00016.png
44,42,6,5,39,37,3,Train/3/00003_00019_00022.png
44,43,5,6,39,38,3,Train/3/00003_00019_00024.png
45,44,5,6,40,39,3,Train/3/00003_00019_00025.png
46,43,6,5,41,38,3,Train/3/00003_00019_00026.png
29,29,5,5,24,24,3,Train/3/00003_00020_00000.png
29,31,5,6,24,26,3,Train/3/00003_00020_00002.png
29,30,6,6,24,25,3,Train/3/00003_00020_00003.png
34,33,6,5,29,28,3,Train/3/00003_00020_00008.png
32,33,5,6,27,28,3,Train/3/00003_00020_00010.png
33,34,5,6,28,29,3,Train/3/00003_00020_00011.png
42,42,6,6,37,37,3,Train/3/00003_00020_00019.png
51,51,6,5,46,46,3,Train/3/00003_00020_00025.png
61,60,5,5,56,55,3,Train/3/00003_00020_00029.png
31,32,6,5,26,27,3,Train/3/00003_00021_00004.png
35,38,5,6,30,33,3,Train/3/00003_00021_00012.png
40,43,5,6,35,38,3,Train/3/00003_00021_00014.png
48,51,5,6,43,46,3,Train/3/00003_00021_00020.png
50,52,5,6,45,47,3,Train/3/00003_00021_00021.png
